Order ID,Vendor ID,Pickup Address,HubCN ID,Plan_Vendor_Pickup Time,Vendor_PickupTime
LECVN026354300574,CN34621,"No. 7, Xinxing Lane, Jiangwan, Choujiang St., Yiwu City , Jinhua , Zhejiang China (Mainland) Yiwu City CN",LECCNYW,3/27/2022 18:26,3/30/2022 11:25
LECVN027316134043,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/30/2022 4:55,4/1/2022 4:55
LECVN023223383633,CN05856,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 12:27,3/29/2022 17:27
LECVN022468338054,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/27/2022 4:28,3/26/2022 17:56
LECVN028166802883,CN91287,NO.96 QiaoDong street of JiangDong,LECCNYW,3/28/2022 5:20,3/29/2022 17:15
LECVN028021025983,CN11320,"RM1109, DINGXIN BUILDING WEST, XILI, NANSHAN, CHINA China, 518039",LECCNSZ,3/29/2022 18:41,3/29/2022 18:41
LECVN024457565004,CN52975,"room 302, No.22 of wenhua road, yijiashan district, yiwu city yiwu city CN",LECCNYW,3/26/2022 17:19,3/29/2022 17:13
LECVN027965497593,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/23/2022 16:22,3/28/2022 16:19
LECVN029060623523,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/27/2022 14:26,3/26/2022 17:49
LECVN028285562293,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/29/2022 17:54,3/29/2022 16:04
LECVN029451550613,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/26/2022 16:35,3/29/2022 16:46
LECVN022996376583,CN61510,"4F, No.421, Chouzhou Middle Road YiWu city",LECCNYW,3/28/2022 17:54,3/29/2022 15:48
LECVN024007656223,CN85292,"4F, Market Rd.3-7,Yiwu,Zhejiang",LECCNYW,3/26/2022 15:05,3/26/2022 21:08
LECVN028738322773,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/26/2022 9:22,3/29/2022 1:52
LECVN027974298183,CN73456,"2 Jiangdong Road,Yiwu",LECCNYW,3/31/2022 3:54,3/29/2022 20:20
LECVN027108569053,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/27/2022 4:28,3/30/2022 10:27
LECVN028666919613,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/29/2022 0:35,3/29/2022 16:48
LECVN029221297844,CN61510,"4F, No.421, Chouzhou Middle Road YiWu city",LECCNYW,3/29/2022 18:42,3/29/2022 16:42
LECVN020516904544,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/27/2022 3:17,3/26/2022 21:08
LECVN024919664243,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/27/2022 23:31,3/29/2022 3:28
LECVN023010334273,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/27/2022 3:19,3/26/2022 21:21
LECVN021781814864,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/30/2022 0:48,4/1/2022 4:53
LECVN021162230473,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/28/2022 17:12,3/29/2022 16:59
LECVN027059519473,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/28/2022 17:25,3/31/2022 15:24
LECVN022356800584,CN59935,"201,NO.5,15 Building,ShangHe XiaoQu,HouZhai,Yiwu",LECCNYW,3/28/2022 10:00,3/30/2022 11:05
LECVN022604641253,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/27/2022 21:43,3/30/2022 16:00
LECVN029316736384,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/27/2022 7:04,3/29/2022 8:51
LECVN020873939033,CN28326,No.755 west xuefeng road Yiwu City CN,LECCNYW,3/27/2022 21:12,3/29/2022 3:28
LECVN023023271793,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/29/2022 20:39,4/1/2022 2:37
LECVN027071161664,CN12633,"7/F, 3rd Jianxing Building, Chaguang industrial zone, Nanshan District, China China, 518055",LECCNSZ,3/29/2022 7:21,3/29/2022 9:07
LECVN028458241133,CN08863,"P.O.Box 67, Room A6, 8th Floor, East of Building2, Seg Science and Technology Park, Huaqiang Road, Futian District",LECCNSZ,3/28/2022 9:02,3/30/2022 15:13
LECVN028270032563,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/27/2022 18:55,4/1/2022 0:45
LECVN022651378043,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/25/2022 15:01,3/26/2022 21:01
LECVN026266586683,CN34621,"No. 7, Xinxing Lane, Jiangwan, Choujiang St., Yiwu City , Jinhua , Zhejiang China (Mainland) Yiwu City CN",LECCNYW,3/30/2022 4:44,3/29/2022 20:23
LECVN023879611044,CN95381,"No. 52 Xingyun Road, Jinsanjiao Industrial Zone, Yiwu City CN",LECCNYW,3/27/2022 16:24,3/30/2022 9:57
LECVN020962633324,CN78864,"Room 301, Third Floor, No.58, Futian Second District, Choucheng Street",LECCNYW,3/26/2022 13:04,3/29/2022 2:42
LECVN025051380413,CN78864,"Room 301, Third Floor, No.58, Futian Second District, Choucheng Street",LECCNYW,3/26/2022 1:55,3/29/2022 17:39
LECVN022260425144,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 0:20,3/30/2022 16:25
LECVN023819351803,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/30/2022 9:31,4/1/2022 10:15
LECVN029349055363,CN61510,"4F, No.421, Chouzhou Middle Road YiWu city",LECCNYW,3/28/2022 9:49,4/1/2022 2:53
LECVN029665815134,CN73456,"2 Jiangdong Road,Yiwu",LECCNYW,3/30/2022 12:31,4/1/2022 3:45
LECVN026838960404,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/26/2022 15:21,3/29/2022 17:19
LECVN022837328053,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/25/2022 13:39,3/26/2022 18:46
LECVN028846704623,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/25/2022 10:23,3/29/2022 1:48
LECVN028037466643,CN91249,"No.14519,District G of Yiwu International Trade Market 2,Yiwu City",LECCNYW,3/25/2022 9:05,3/29/2022 2:32
LECVN026186834443,CN94806,"No.11,Mucheng Village, Suxi Town, Yiwu City",LECCNYW,3/26/2022 15:13,3/26/2022 21:00
LECVN020721153323,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/27/2022 10:14,3/29/2022 18:27
LECVN028750015274,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/28/2022 9:20,3/29/2022 2:00
LECVN026166431033,CN05856,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/30/2022 16:04,4/1/2022 3:01
LECVN023894144973,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/28/2022 19:32,3/29/2022 9:31
LECVN025253539293,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/29/2022 6:03,3/29/2022 16:02
LECVN021118638773,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/29/2022 22:21,3/29/2022 17:45
LECVN024620784303,CN69607,"No.22 ZhaoZhai ped. street, yiwu",LECCNYW,3/27/2022 19:17,3/26/2022 21:16
LECVN023911054233,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/27/2022 16:43,3/29/2022 3:34
LECVN025824463643,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/28/2022 8:38,4/1/2022 3:35
LECVN024260101503,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/28/2022 4:07,3/30/2022 11:13
LECVN025034064633,CN05856,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/26/2022 2:53,3/28/2022 14:47
LECVN024905443433,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/26/2022 19:45,3/29/2022 0:09
LECVN025967739404,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/29/2022 7:57,3/29/2022 16:00
LECVN025280001383,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/25/2022 9:12,3/29/2022 2:31
LECVN026038970733,CN59935,"201,NO.5,15 Building,ShangHe XiaoQu,HouZhai,Yiwu",LECCNYW,3/26/2022 23:03,3/26/2022 21:08
LECVN024294972393,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/25/2022 8:53,3/29/2022 0:20
LECVN021325357093,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/30/2022 16:43,4/1/2022 4:41
LECVN022653657743,CN01710,"8c, Flat A, Huaqiang Garden, Shenzhen",LECCNSZ,3/27/2022 8:41,3/29/2022 8:22
LECVN022990397393,CN91287,NO.96 QiaoDong street of JiangDong,LECCNYW,3/27/2022 14:07,3/29/2022 0:29
LECVN022430642513,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/26/2022 21:47,3/29/2022 10:35
LECVN029470213063,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/28/2022 13:21,3/29/2022 3:20
LECVN020282758113,CN26450,"2/F,NO.5 ,Building 13, Yinhai YiQu,Yiwu City Yiwu City CN",LECCNYW,3/28/2022 20:53,3/29/2022 16:49
LECVN021498067593,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/29/2022 9:25,4/1/2022 10:17
LECVN026061470474,CN91249,"No.14519,District G of Yiwu International Trade Market 2,Yiwu City",LECCNYW,3/29/2022 8:08,3/29/2022 15:57
LECVN025944146723,CN32206,"402,Unit 2,Building 40,Xiawang 3 Village,Jiangdong Road,Yiwu City,Zhejiang,China Yiwu City CN",LECCNYW,3/26/2022 18:05,3/29/2022 17:17
LECVN026961508493,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/26/2022 18:56,3/29/2022 16:51
LECVN022003115173,CN09482,"Rm# 18A, Unit 1, DuShiYangGuang Building, NO. 6017 Shennan Road",LECCNSZ,3/29/2022 12:16,3/29/2022 8:08
LECVN025391192513,CN34621,"No. 7, Xinxing Lane, Jiangwan, Choujiang St., Yiwu City , Jinhua , Zhejiang China (Mainland) Yiwu City CN",LECCNYW,3/27/2022 8:16,3/29/2022 18:11
LECVN025778274803,CN70331,5/F Dasan Litang district Yiwu City,LECCNYW,3/26/2022 2:11,3/29/2022 18:15
LECVN026569547453,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/28/2022 17:03,3/29/2022 17:08
LECVN029840874714,CN25266,"2 floor,No 1 Building 1,Zhoucun district,Beiyuan street,Yiwu,China Yiwu city CN",LECCNYW,3/26/2022 4:37,3/30/2022 11:33
LECVN020292878053,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/30/2022 11:59,4/1/2022 11:44
LECVN024994109343,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/26/2022 17:10,3/29/2022 17:05
LECVN024829239803,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/29/2022 8:35,4/1/2022 3:47
LECVN026771181133,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/26/2022 4:42,3/29/2022 3:40
LECVN023489905143,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/26/2022 8:21,3/29/2022 11:18
LECVN024127950294,CN12633,"7/F, 3rd Jianxing Building, Chaguang industrial zone, Nanshan District, China China, 518055",LECCNSZ,3/28/2022 17:08,3/31/2022 15:02
LECVN027849724623,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 8:12,3/29/2022 8:14
LECVN020369313503,CN05856,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/28/2022 12:00,3/30/2022 15:59
LECVN021627193263,CN78864,"Room 301, Third Floor, No.58, Futian Second District, Choucheng Street",LECCNYW,3/30/2022 13:57,4/1/2022 1:15
LECVN024840160353,CN05856,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/27/2022 22:06,3/30/2022 15:06
LECVN020212223513,CN08969,"Unit C, 18/F, Bldg.B, Modern Window Tower, Huaqiang North Rd, Shenzhen Guangdong, 518000",LECCNSZ,3/28/2022 21:39,3/30/2022 15:49
LECVN023109486583,CN99813,No.236 Yinhai Road Yiwu City CN,LECCNYW,3/27/2022 16:47,3/26/2022 20:58
LECVN029191169913,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/27/2022 19:07,3/26/2022 21:06
LECVN020121358023,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/29/2022 9:19,3/29/2022 17:12
LECVN022675602633,CN59935,"201,NO.5,15 Building,ShangHe XiaoQu,HouZhai,Yiwu",LECCNYW,3/25/2022 21:06,3/29/2022 0:39
LECVN023433047413,CN91856,"Building 1, No. 1077, Liuqing Road, Beiyuan",LECCNYW,3/27/2022 23:21,3/29/2022 1:47
LECVN021609422193,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/30/2022 13:46,4/1/2022 2:36
LECVN021899864224,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/28/2022 7:50,4/1/2022 11:48
LECVN029038934933,CN34621,"No. 7, Xinxing Lane, Jiangwan, Choujiang St., Yiwu City , Jinhua , Zhejiang China (Mainland) Yiwu City CN",LECCNYW,3/28/2022 5:36,3/29/2022 17:35
LECVN027766779943,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/29/2022 16:44,3/31/2022 14:47
LECVN022454830233,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/29/2022 20:36,4/1/2022 2:37
LECVN028724004213,CN69053,"5 F., NO.238 XUEFENG XI ROAD,YIWU CITY",LECCNYW,3/27/2022 3:00,3/30/2022 10:00
LECVN023646672983,CN05856,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 11:36,3/29/2022 9:18
LECVN021960352863,CN85292,"4F, Market Rd.3-7,Yiwu,Zhejiang",LECCNYW,3/28/2022 9:21,3/29/2022 3:17
LECVN020459491834,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/28/2022 4:37,3/30/2022 10:32
LECVN021002202543,CN71198,"A-1111, Wealth Mansion, Futian Market,Yiwu,Zhejiang,China",LECCNYW,3/29/2022 8:38,4/1/2022 3:39
LECVN026217531314,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/25/2022 15:53,3/30/2022 10:47
LECVN023483559744,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/31/2022 3:58,3/29/2022 18:20
LECVN023135959093,CN34621,"No. 7, Xinxing Lane, Jiangwan, Choujiang St., Yiwu City , Jinhua , Zhejiang China (Mainland) Yiwu City CN",LECCNYW,3/27/2022 18:51,4/1/2022 0:59
LECVN024585271723,CN59935,"201,NO.5,15 Building,ShangHe XiaoQu,HouZhai,Yiwu",LECCNYW,3/27/2022 18:40,3/29/2022 2:22
LECVN025379031323,CN94806,"No.11,Mucheng Village, Suxi Town, Yiwu City",LECCNYW,3/28/2022 9:25,3/29/2022 3:30
LECVN023960603264,CN69053,"5 F., NO.238 XUEFENG XI ROAD,YIWU CITY",LECCNYW,3/26/2022 22:49,3/29/2022 2:28
LECVN026377249303,CN27928,"No.5 , Building 15 ,Zijing District 3 , Xialuozhai Yiwu City CN",LECCNYW,3/29/2022 18:40,3/29/2022 16:39
LECVN024100357093,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/28/2022 20:51,3/29/2022 2:22
LECVN023976507073,CN32206,"402,Unit 2,Building 40,Xiawang 3 Village,Jiangdong Road,Yiwu City,Zhejiang,China Yiwu City CN",LECCNYW,3/27/2022 19:35,3/30/2022 10:43
LECVN024721130293,CN91249,"No.14519,District G of Yiwu International Trade Market 2,Yiwu City",LECCNYW,3/28/2022 8:41,4/1/2022 3:53
LECVN020602784243,CN12633,"7/F, 3rd Jianxing Building, Chaguang industrial zone, Nanshan District, China China, 518055",LECCNSZ,3/28/2022 10:14,3/30/2022 16:08
LECVN027185907233,CN52975,"room 302, No.22 of wenhua road, yijiashan district, yiwu city yiwu city CN",LECCNYW,3/27/2022 14:44,3/26/2022 20:56
LECVN022406095353,CN20296,"703, Building A, High-Tech Venture Park, Tianan district",LECCNSZ,3/27/2022 0:18,3/29/2022 11:20
LECVN024581397593,CN98042,"No. 42 Dong Qiaodong 1th Dist, Yiwu City, Zhejiang, China Yiwu City",LECCNYW,3/24/2022 6:53,3/29/2022 0:57
LECVN029810208003,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/29/2022 12:20,3/29/2022 17:28
LECVN025372875533,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/28/2022 18:01,3/29/2022 15:55
LECVN020705822854,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/28/2022 8:41,4/1/2022 3:32
LECVN022275338973,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/27/2022 21:55,3/30/2022 15:48
LECVN027636099473,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/29/2022 12:06,4/1/2022 3:15
LECVN025097101174,CN05856,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/30/2022 1:09,3/29/2022 17:16
LECVN029490233113,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/29/2022 21:15,3/29/2022 17:17
LECVN025962764763,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 18:30,3/29/2022 18:29
LECVN029804757353,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/27/2022 5:24,3/30/2022 10:24
LECVN027486509133,CN71198,"A-1111, Wealth Mansion, Futian Market,Yiwu,Zhejiang,China",LECCNYW,3/30/2022 4:28,3/29/2022 20:03
LECVN021674130013,CN19661,"No.16, Changjin Rd, Changjiang Bu Industry District, Henggang Town, . Shenzhen Guangdong, 518115",LECCNSZ,3/29/2022 4:53,3/31/2022 14:50
LECVN028342779733,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/27/2022 14:18,3/26/2022 17:53
LECVN021979760273,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/25/2022 21:17,3/29/2022 2:41
LECVN021175631234,CN98923,"2/F,Gongren Nor.rd. yiwu city",LECCNYW,3/27/2022 18:49,4/1/2022 0:47
LECVN021498734913,CN32206,"402,Unit 2,Building 40,Xiawang 3 Village,Jiangdong Road,Yiwu City,Zhejiang,China Yiwu City CN",LECCNYW,3/26/2022 17:06,3/29/2022 17:13
LECVN026095858783,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/28/2022 23:56,3/30/2022 15:57
LECVN027472577993,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/28/2022 22:06,3/31/2022 20:16
LECVN022234049103,CN09482,"Rm# 18A, Unit 1, DuShiYangGuang Building, NO. 6017 Shennan Road",LECCNSZ,3/29/2022 23:38,3/29/2022 17:29
LECVN020021823583,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/28/2022 7:54,4/1/2022 11:26
LECVN020564812433,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/30/2022 0:05,4/1/2022 2:55
LECVN020021153714,CN91249,"No.14519,District G of Yiwu International Trade Market 2,Yiwu City",LECCNYW,3/31/2022 14:29,3/29/2022 19:50
LECVN020132710073,CN34621,"No. 7, Xinxing Lane, Jiangwan, Choujiang St., Yiwu City , Jinhua , Zhejiang China (Mainland) Yiwu City CN",LECCNYW,3/26/2022 7:52,3/29/2022 0:19
LECVN023175775183,CN95381,"No. 52 Xingyun Road, Jinsanjiao Industrial Zone, Yiwu City CN",LECCNYW,3/27/2022 0:30,3/29/2022 1:48
LECVN023178891094,CN94806,"No.11,Mucheng Village, Suxi Town, Yiwu City",LECCNYW,3/27/2022 10:17,3/29/2022 18:19
LECVN020131404173,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/26/2022 17:33,3/29/2022 17:14
LECVN021460630754,CN23003,"4/F., No 21 South area XiLi town, Wang Tang industrial district",LECCNSZ,3/26/2022 10:33,3/29/2022 10:35
LECVN023449568414,CN91236,"Gate 38, Longxiang Road, Niansanli Industrial development zone,YiWu City",LECCNYW,3/26/2022 23:44,3/29/2022 0:03
LECVN022818685663,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/27/2022 14:52,3/26/2022 20:48
LECVN020983972573,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/28/2022 9:02,3/29/2022 2:50
LECVN022827764624,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/26/2022 13:46,3/29/2022 17:47
LECVN026349317313,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/30/2022 0:26,4/1/2022 3:30
LECVN025599599303,CN54850,"No. 755, West Xuefeng Road Yiwu City CN",LECCNYW,3/27/2022 15:04,3/26/2022 21:00
LECVN026495243563,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/30/2022 17:52,3/29/2022 18:34
LECVN024473874834,CN59935,"201,NO.5,15 Building,ShangHe XiaoQu,HouZhai,Yiwu",LECCNYW,3/27/2022 18:51,4/1/2022 0:43
LECVN022708802693,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/30/2022 10:19,4/1/2022 3:24
LECVN024649256613,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/27/2022 15:17,3/30/2022 8:53
LECVN023199082354,CN01710,"8c, Flat A, Huaqiang Garden, Shenzhen",LECCNSZ,3/28/2022 7:32,3/29/2022 9:29
LECVN021396910454,CN73456,"2 Jiangdong Road,Yiwu",LECCNYW,3/26/2022 9:05,3/29/2022 2:40
LECVN029042684904,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/26/2022 20:17,3/30/2022 16:09
LECVN026205980903,CN20296,"703, Building A, High-Tech Venture Park, Tianan district",LECCNSZ,3/27/2022 0:22,3/29/2022 11:11
LECVN027776938303,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/28/2022 0:37,3/29/2022 16:49
LECVN020373960954,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/28/2022 4:54,3/29/2022 16:46
LECVN020570526913,CN11320,"RM1109, DINGXIN BUILDING WEST, XILI, NANSHAN, CHINA China, 518039",LECCNSZ,3/28/2022 7:18,3/29/2022 8:56
LECVN026973653453,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/24/2022 19:35,3/29/2022 0:08
LECVN022876883563,CN28326,No.755 west xuefeng road Yiwu City CN,LECCNYW,3/28/2022 14:45,3/29/2022 20:12
LECVN022842398574,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/29/2022 6:49,4/1/2022 0:50
LECVN023810760633,CN98042,"No. 42 Dong Qiaodong 1th Dist, Yiwu City, Zhejiang, China Yiwu City",LECCNYW,3/25/2022 1:50,3/29/2022 17:42
LECVN022574024973,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/27/2022 17:51,3/30/2022 11:36
LECVN022834929813,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/25/2022 20:17,3/29/2022 11:22
LECVN020692379323,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/27/2022 8:27,3/29/2022 18:19
LECVN028535674734,CN98923,"2/F,Gongren Nor.rd. yiwu city",LECCNYW,3/29/2022 2:20,3/29/2022 20:11
LECVN025983497854,CN91236,"Gate 38, Longxiang Road, Niansanli Industrial development zone,YiWu City",LECCNYW,3/27/2022 18:42,3/29/2022 3:39
LECVN024622093944,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/26/2022 16:47,3/29/2022 16:37
LECVN029039040944,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/23/2022 16:19,3/28/2022 14:11
LECVN024592133693,CN75189,"No. 6, Building 3, Shanghong East District, Houzhai Street,Yiwu,Zhejiang,China",LECCNYW,3/27/2022 3:25,3/30/2022 10:36
LECVN020623430143,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/29/2022 9:28,4/1/2022 9:58
LECVN023543207633,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/30/2022 8:06,4/1/2022 10:41
LECVN022724884433,CN39822,"2nd Floor, No. 20 Of Qingkou Xincun Yiwu City CN",LECCNYW,3/27/2022 20:19,3/29/2022 18:23
LECVN026749849843,CN91236,"Gate 38, Longxiang Road, Niansanli Industrial development zone,YiWu City",LECCNYW,3/25/2022 5:59,3/29/2022 16:53
LECVN025657025374,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/30/2022 13:38,4/1/2022 2:38
