Order ID,Customer ID,HubVN ID,Plan_HubVN_Receiving Time,HubVN_Receiving Time,Plan_HubVN_Pickup Time,HubVN_Pickup Time
LECVN029432487574,VN5308402,LECVNLB,4/3/2022 6:34,4/3/2022 12:05,4/3/2022 8:34,4/3/2022 14:43
LECVN026785718063,VN7440198,LECVNLB,4/1/2022 6:50,4/1/2022 12:10,4/1/2022 8:50,4/1/2022 13:10
LECVN029772272123,VN5520126,LECVNHĐ,4/1/2022 12:45,4/1/2022 12:04,4/1/2022 14:45,4/1/2022 14:43
LECVN023797379053,VN2662519,LECVNLB,4/4/2022 6:22,4/4/2022 12:50,4/4/2022 8:22,4/4/2022 15:25
LECVN029872127474,VN1617614,LECVNLB,4/4/2022 12:22,4/4/2022 12:19,4/4/2022 14:22,4/4/2022 15:14
LECVN023188074273,VN3460142,LECVNLB,4/2/2022 12:47,4/3/2022 12:59,4/2/2022 14:47,4/3/2022 16:07
LECVN022553912074,VN4143949,LECVNLB,4/3/2022 6:25,4/4/2022 6:53,4/3/2022 8:25,4/4/2022 9:53
LECVN028814584703,VN2646771,LECVNHĐ,4/4/2022 12:19,4/4/2022 12:18,4/4/2022 14:19,4/4/2022 14:51
LECVN029386515363,VN9993380,LECVNHĐ,4/1/2022 12:37,4/2/2022 6:21,4/1/2022 14:37,4/2/2022 8:51
LECVN026461809624,VN3388230,LECVNLB,4/2/2022 12:20,4/2/2022 12:08,4/2/2022 14:20,4/2/2022 14:32
LECVN029376351303,VN7922235,LECVNLB,4/1/2022 6:46,4/1/2022 12:19,4/1/2022 8:46,4/1/2022 14:48
LECVN020750995163,VN5277668,LECVNLB,4/2/2022 12:16,4/3/2022 6:04,4/2/2022 14:16,4/3/2022 9:16
LECVN029808950133,VN2043325,LECVNLB,3/31/2022 6:11,4/1/2022 6:16,3/31/2022 8:11,4/1/2022 9:09
LECVN020791349213,VN5016318,LECVNLB,3/31/2022 12:02,4/5/2022 6:41,3/31/2022 14:02,4/5/2022 9:17
LECVN026956559373,VN8374307,LECVNHĐ,4/3/2022 6:51,4/3/2022 12:31,4/3/2022 8:51,4/3/2022 15:34
LECVN027336480674,VN8164126,LECVNLB,4/4/2022 6:23,4/4/2022 12:56,4/4/2022 8:23,4/4/2022 15:19
LECVN029958249523,VN8241620,LECVNLB,4/2/2022 12:25,4/3/2022 6:34,4/2/2022 14:25,4/3/2022 8:53
LECVN022686935363,VN5852321,LECVNLB,3/31/2022 12:50,4/1/2022 6:22,3/31/2022 14:50,4/1/2022 7:57
LECVN020678048103,VN2796992,LECVNTL,4/2/2022 12:23,4/3/2022 6:29,4/2/2022 14:23,4/3/2022 9:19
LECVN028051176653,VN3599342,LECVNTL,4/2/2022 12:02,4/3/2022 12:03,4/2/2022 14:02,4/3/2022 14:45
LECVN025081414004,VN6230414,LECVNTL,4/3/2022 12:49,4/4/2022 12:30,4/3/2022 14:49,4/4/2022 15:05
LECVN024624041713,VN8427199,LECVNLB,4/1/2022 12:12,4/2/2022 6:23,4/1/2022 14:12,4/2/2022 9:09
LECVN028419604613,VN6501539,LECVNHĐ,4/4/2022 12:55,4/4/2022 12:02,4/4/2022 14:55,4/4/2022 14:34
LECVN021388821253,VN9721398,LECVNLB,4/3/2022 12:16,4/4/2022 12:07,4/3/2022 14:16,4/4/2022 14:40
LECVN020682864574,VN7265217,LECVNHĐ,4/2/2022 12:03,4/3/2022 6:09,4/2/2022 14:03,4/3/2022 8:28
LECVN020238699043,VN3230868,LECVNLB,4/1/2022 6:06,4/1/2022 12:27,4/1/2022 8:06,4/1/2022 13:15
LECVN021081984763,VN6345291,LECVNTL,4/2/2022 12:01,4/2/2022 12:21,4/2/2022 14:01,4/2/2022 14:39
LECVN023237194783,VN2666821,LECVNLB,4/2/2022 12:39,4/3/2022 12:19,4/2/2022 14:39,4/3/2022 14:55
LECVN023952780064,VN5567158,LECVNHĐ,3/31/2022 6:44,4/1/2022 6:30,3/31/2022 8:44,4/1/2022 8:25
LECVN028657646343,VN29239,LECVNLB,4/2/2022 12:50,4/6/2022 6:56,4/2/2022 14:50,4/6/2022 10:05
LECVN020728524853,VN82186,LECVNLB,4/3/2022 6:32,4/4/2022 6:54,4/3/2022 8:32,4/4/2022 9:58
LECVN020661443193,VN3108666,LECVNLB,3/31/2022 12:44,4/1/2022 6:53,3/31/2022 14:44,4/1/2022 8:40
LECVN021851299704,VN4523107,LECVNLB,4/1/2022 12:52,4/2/2022 6:01,4/1/2022 14:52,4/2/2022 8:08
LECVN026413526493,VN43049,LECVNLB,4/4/2022 6:42,4/4/2022 12:13,4/4/2022 8:42,4/4/2022 14:40
LECVN025473537194,VN9056783,LECVNTL,4/2/2022 12:20,4/3/2022 6:47,4/2/2022 14:20,4/3/2022 9:13
LECVN027496512694,VN8697539,LECVNLB,4/3/2022 12:51,4/3/2022 12:43,4/3/2022 14:51,4/3/2022 15:50
LECVN025028017873,VN4781210,LECVNLB,4/2/2022 12:31,4/3/2022 6:14,4/2/2022 14:31,4/3/2022 8:33
LECVN026118026693,VN4883218,LECVNLB,4/2/2022 6:28,4/2/2022 12:50,4/2/2022 8:28,4/2/2022 15:27
LECVN029870889113,VN5229190,LECVNHĐ,4/3/2022 6:17,4/7/2022 6:15,4/3/2022 8:17,4/7/2022 8:43
LECVN026681770843,VN4717726,LECVNLB,4/2/2022 12:58,4/3/2022 6:54,4/2/2022 14:58,4/3/2022 9:59
LECVN028933556253,VN5226162,LECVNTL,4/2/2022 12:13,4/2/2022 12:31,4/2/2022 14:13,4/2/2022 14:58
LECVN021815804194,VN97631,LECVNLB,4/1/2022 6:01,4/2/2022 6:53,4/1/2022 8:01,4/2/2022 8:38
LECVN020224807893,VN1728974,LECVNLB,4/4/2022 12:56,4/4/2022 12:13,4/4/2022 14:56,4/4/2022 15:09
LECVN026583703453,VN1263103,LECVNLB,4/3/2022 6:15,4/9/2022 6:50,4/3/2022 8:15,4/9/2022 9:23
LECVN026569801314,VN9408468,LECVNLB,4/2/2022 12:32,4/3/2022 6:54,4/2/2022 14:32,4/3/2022 9:58
LECVN028286990423,VN6282504,LECVNLB,4/1/2022 6:15,4/1/2022 12:43,4/1/2022 8:15,4/1/2022 15:28
LECVN021027565323,VN6734472,LECVNHĐ,4/4/2022 6:42,4/4/2022 12:54,4/4/2022 8:42,4/4/2022 15:46
LECVN029076327834,VN8380752,LECVNLB,3/31/2022 12:45,4/1/2022 12:44,3/31/2022 14:45,4/1/2022 13:55
LECVN025459506673,VN8130596,LECVNLB,4/1/2022 12:30,4/1/2022 12:58,4/1/2022 14:30,4/1/2022 13:45
LECVN022590504733,VN4088041,LECVNLB,4/3/2022 12:16,4/4/2022 6:05,4/3/2022 14:16,4/4/2022 9:11
LECVN020995077973,VN8617730,LECVNLB,4/3/2022 12:41,4/7/2022 6:06,4/3/2022 14:41,4/7/2022 9:18
LECVN021582379393,VN4977181,LECVNTL,4/3/2022 12:58,4/3/2022 12:26,4/3/2022 14:58,4/3/2022 14:50
LECVN023316271463,VN9234600,LECVNTL,4/2/2022 6:29,4/2/2022 12:47,4/2/2022 8:29,4/2/2022 15:13
LECVN020581702684,VN2065906,LECVNLB,4/4/2022 12:24,4/4/2022 12:33,4/4/2022 14:24,4/4/2022 15:06
LECVN029996815504,VN5452316,LECVNLB,4/2/2022 12:47,4/2/2022 12:01,4/2/2022 14:47,4/2/2022 14:47
LECVN029037361133,VN8525725,LECVNHĐ,4/4/2022 12:40,4/4/2022 12:29,4/4/2022 14:40,4/4/2022 15:31
LECVN022964756073,VN2582490,LECVNTL,4/3/2022 12:03,4/3/2022 12:38,4/3/2022 14:03,4/3/2022 15:44
LECVN029006753584,VN2868345,LECVNHĐ,4/2/2022 12:39,4/2/2022 12:52,4/2/2022 14:39,4/2/2022 14:52
LECVN025182539894,VN2273044,LECVNLB,4/3/2022 6:37,4/8/2022 6:00,4/3/2022 8:37,4/8/2022 8:24
LECVN020839980114,VN4456326,LECVNTL,4/2/2022 12:11,4/2/2022 12:15,4/2/2022 14:11,4/2/2022 14:42
LECVN022529623153,VN5826416,LECVNLB,4/3/2022 6:34,4/4/2022 6:37,4/3/2022 8:34,4/4/2022 9:07
LECVN020474617524,VN4046224,LECVNTL,4/2/2022 6:27,4/2/2022 12:07,4/2/2022 8:27,4/2/2022 14:32
LECVN029192227363,VN7344336,LECVNTL,4/1/2022 6:52,4/2/2022 6:45,4/1/2022 8:52,4/2/2022 9:05
LECVN029376897343,VN82186,LECVNHĐ,4/2/2022 12:31,4/3/2022 12:47,4/2/2022 14:31,4/3/2022 15:08
LECVN020325606044,VN5100252,LECVNLB,4/2/2022 6:59,4/3/2022 6:34,4/2/2022 8:59,4/3/2022 9:21
LECVN027466205183,VN6622407,LECVNLB,3/31/2022 12:27,4/1/2022 6:14,3/31/2022 14:27,4/1/2022 8:13
LECVN028707479993,VN5685490,LECVNLB,4/3/2022 6:57,4/8/2022 6:37,4/3/2022 8:57,4/8/2022 9:06
LECVN026685399403,VN9515284,LECVNTL,4/4/2022 12:15,4/4/2022 12:47,4/4/2022 14:15,4/4/2022 15:42
LECVN025884789103,VN90867,LECVNTL,4/2/2022 12:17,4/3/2022 12:47,4/2/2022 14:17,4/3/2022 15:09
LECVN024630187343,VN82186,LECVNLB,4/1/2022 6:30,4/1/2022 12:09,4/1/2022 8:30,4/1/2022 13:17
LECVN020375067763,VN8728551,LECVNTL,4/3/2022 6:41,4/4/2022 6:56,4/3/2022 8:41,4/4/2022 9:24
LECVN021643783483,VN3725331,LECVNLB,4/2/2022 6:10,4/8/2022 6:58,4/2/2022 8:10,4/8/2022 10:00
LECVN020334893973,VN5209981,LECVNLB,4/3/2022 12:56,4/3/2022 12:27,4/3/2022 14:56,4/3/2022 14:54
LECVN022653547923,VN6355092,LECVNLB,4/1/2022 6:46,4/1/2022 12:06,4/1/2022 8:46,4/1/2022 13:26
LECVN024313632173,VN3526459,LECVNLB,4/3/2022 12:45,4/4/2022 12:04,4/3/2022 14:45,4/4/2022 14:41
LECVN028952368834,VN5172671,LECVNLB,4/3/2022 6:40,4/3/2022 12:39,4/3/2022 8:40,4/3/2022 14:59
LECVN022876599584,VN99904,LECVNLB,4/4/2022 6:20,4/4/2022 12:55,4/4/2022 8:20,4/4/2022 15:46
LECVN027899082784,VN2419455,LECVNHĐ,4/3/2022 6:33,4/4/2022 6:54,4/3/2022 8:33,4/4/2022 9:26
LECVN025716976024,VN34194,LECVNHĐ,4/1/2022 6:29,4/2/2022 6:07,4/1/2022 8:29,4/2/2022 8:37
LECVN022791061223,VN3591995,LECVNLB,4/3/2022 6:43,4/4/2022 6:21,4/3/2022 8:43,4/4/2022 9:23
LECVN028977888364,VN3519813,LECVNLB,4/1/2022 6:09,4/1/2022 12:05,4/1/2022 8:09,4/1/2022 13:26
LECVN024787907324,VN2136642,LECVNHĐ,4/1/2022 6:03,4/2/2022 6:50,4/1/2022 8:03,4/2/2022 8:44
LECVN029676266563,VN68036,LECVNHĐ,4/1/2022 6:51,4/1/2022 12:31,4/1/2022 8:51,4/1/2022 15:14
LECVN029024077493,VN7792251,LECVNLB,4/3/2022 6:21,4/7/2022 6:54,4/3/2022 8:21,4/7/2022 9:50
LECVN023927584013,VN9928615,LECVNHĐ,4/1/2022 6:16,4/1/2022 12:10,4/1/2022 8:16,4/1/2022 14:48
LECVN029242267673,VN9993380,LECVNLB,4/2/2022 12:34,4/7/2022 6:44,4/2/2022 14:34,4/7/2022 9:13
LECVN020558298063,VN9602699,LECVNLB,4/3/2022 12:43,4/3/2022 12:57,4/3/2022 14:43,4/3/2022 16:03
LECVN023674272744,VN5887145,LECVNLB,4/4/2022 6:19,4/4/2022 12:11,4/4/2022 8:19,4/4/2022 15:09
LECVN024071049993,VN6261888,LECVNLB,4/3/2022 12:32,4/3/2022 12:05,4/3/2022 14:32,4/3/2022 14:50
LECVN024607870553,VN7496746,LECVNHĐ,4/2/2022 12:26,4/3/2022 6:03,4/2/2022 14:26,4/3/2022 8:20
LECVN025275368713,VN2183015,LECVNLB,4/3/2022 6:45,4/4/2022 6:24,4/3/2022 8:45,4/4/2022 8:53
LECVN027957167464,VN7367089,LECVNHĐ,4/2/2022 12:33,4/3/2022 6:59,4/2/2022 14:33,4/3/2022 9:27
LECVN020829514014,VN09775,LECVNTL,4/2/2022 12:51,4/2/2022 12:10,4/2/2022 14:51,4/2/2022 14:39
LECVN028964869764,VN3255866,LECVNHĐ,4/2/2022 6:59,4/3/2022 6:08,4/2/2022 8:59,4/3/2022 8:26
LECVN024304342263,VN6212283,LECVNLB,4/2/2022 12:56,4/3/2022 12:17,4/2/2022 14:56,4/3/2022 14:57
LECVN024522340214,VN3496215,LECVNLB,3/31/2022 6:31,4/1/2022 6:32,3/31/2022 8:31,4/1/2022 8:34
LECVN029201897503,VN7098071,LECVNHĐ,4/2/2022 12:36,4/3/2022 6:59,4/2/2022 14:36,4/3/2022 10:03
LECVN022943251873,VN5248131,LECVNHĐ,3/31/2022 6:23,4/5/2022 6:47,3/31/2022 8:23,4/5/2022 7:58
LECVN023065562464,VN8539750,LECVNHĐ,4/2/2022 6:01,4/2/2022 12:07,4/2/2022 8:01,4/2/2022 14:30
LECVN028349996133,VN1032677,LECVNLB,3/31/2022 12:00,4/1/2022 12:39,3/31/2022 14:00,4/1/2022 13:47
LECVN028993792003,VN9479700,LECVNLB,4/1/2022 12:28,4/2/2022 6:47,4/1/2022 14:28,4/2/2022 9:33
LECVN026074787714,VN9568700,LECVNLB,4/3/2022 6:38,4/8/2022 6:05,4/3/2022 8:38,4/8/2022 9:14
LECVN021464932183,VN5253725,LECVNTL,4/4/2022 6:54,4/4/2022 12:02,4/4/2022 8:54,4/4/2022 14:34
LECVN027720568303,VN3904615,LECVNLB,4/2/2022 12:22,4/3/2022 6:44,4/2/2022 14:22,4/3/2022 9:11
LECVN020467642314,VN5358723,LECVNLB,4/3/2022 12:43,4/4/2022 12:41,4/3/2022 14:43,4/4/2022 15:12
LECVN027780607393,VN9488746,LECVNTL,4/1/2022 6:39,4/1/2022 12:01,4/1/2022 8:39,4/1/2022 14:02
LECVN022514442323,VN8875967,LECVNHĐ,4/2/2022 12:13,4/2/2022 12:48,4/2/2022 14:13,4/2/2022 15:08
LECVN026131170093,VN8911666,LECVNTL,4/1/2022 6:18,4/2/2022 6:45,4/1/2022 8:18,4/2/2022 8:54
LECVN020379825043,VN4619938,LECVNLB,4/4/2022 12:39,4/4/2022 12:16,4/4/2022 14:39,4/4/2022 15:14
LECVN027184634184,VN7899366,LECVNLB,4/2/2022 12:05,4/3/2022 12:17,4/2/2022 14:05,4/3/2022 14:53
LECVN021144502924,VN5708935,LECVNLB,4/1/2022 6:58,4/1/2022 12:25,4/1/2022 8:58,4/1/2022 14:25
LECVN029039579663,VN8617730,LECVNTL,4/2/2022 12:36,4/3/2022 6:48,4/2/2022 14:36,4/3/2022 9:50
LECVN029903956793,VN7547816,LECVNLB,4/3/2022 12:43,4/4/2022 12:21,4/3/2022 14:43,4/4/2022 15:16
LECVN026297753403,VN39762,LECVNLB,4/1/2022 12:07,4/1/2022 12:38,4/1/2022 14:07,4/1/2022 15:40
LECVN027648070983,VN7306550,LECVNLB,4/2/2022 6:36,4/3/2022 6:57,4/2/2022 8:36,4/3/2022 10:04
LECVN024579510643,VN9180801,LECVNLB,4/4/2022 6:42,4/4/2022 12:16,4/4/2022 8:42,4/4/2022 15:13
LECVN021454261324,VN8197635,LECVNTL,3/31/2022 6:06,4/1/2022 6:16,3/31/2022 8:06,4/1/2022 9:25
LECVN025099207053,VN91013,LECVNTL,4/3/2022 6:53,4/4/2022 6:52,4/3/2022 8:53,4/4/2022 9:27
LECVN027643425933,VN2835426,LECVNLB,3/31/2022 12:19,4/6/2022 6:41,3/31/2022 14:19,4/6/2022 8:40
LECVN022744348813,VN6959526,LECVNLB,4/2/2022 12:07,4/3/2022 6:05,4/2/2022 14:07,4/3/2022 8:17
LECVN028927648173,VN1352178,LECVNLB,4/1/2022 12:45,4/2/2022 6:31,4/1/2022 14:45,4/2/2022 9:17
LECVN023114388194,VN3196732,LECVNLB,4/3/2022 12:47,4/4/2022 12:24,4/3/2022 14:47,4/4/2022 15:28
LECVN021961113244,VN9973335,LECVNLB,4/2/2022 12:58,4/2/2022 12:35,4/2/2022 14:58,4/2/2022 15:17
LECVN026263634523,VN7761132,LECVNLB,4/2/2022 6:19,4/3/2022 6:43,4/2/2022 8:19,4/3/2022 9:50
LECVN026972982513,VN2618665,LECVNLB,4/2/2022 12:39,4/2/2022 12:35,4/2/2022 14:39,4/2/2022 15:13
LECVN024114390874,VN5161094,LECVNLB,4/1/2022 6:39,4/2/2022 6:24,4/1/2022 8:39,4/2/2022 8:34
LECVN029123322623,VN5681509,LECVNLB,4/2/2022 12:20,4/7/2022 6:21,4/2/2022 14:20,4/7/2022 9:04
LECVN021835186203,VN3072615,LECVNLB,4/2/2022 12:53,4/3/2022 12:24,4/2/2022 14:53,4/3/2022 15:34
LECVN020661926593,VN7089158,LECVNLB,4/2/2022 12:06,4/2/2022 12:22,4/2/2022 14:06,4/2/2022 15:01
LECVN028451149703,VN6682715,LECVNLB,4/3/2022 6:14,4/4/2022 6:36,4/3/2022 8:14,4/4/2022 9:35
LECVN024160283263,VN5704176,LECVNHĐ,4/3/2022 12:06,4/4/2022 12:35,4/3/2022 14:06,4/4/2022 15:32
LECVN026946895893,VN4304055,LECVNTL,4/1/2022 6:53,4/2/2022 6:44,4/1/2022 8:53,4/2/2022 9:04
LECVN027911067603,VN3590001,LECVNLB,4/2/2022 12:33,4/2/2022 12:25,4/2/2022 14:33,4/2/2022 15:02
LECVN020096158144,VN6588268,LECVNTL,4/1/2022 12:20,4/2/2022 6:00,4/1/2022 14:20,4/2/2022 7:33
LECVN027502638673,VN8188156,LECVNLB,4/2/2022 6:29,4/2/2022 12:45,4/2/2022 8:29,4/2/2022 15:06
LECVN024869680303,VN3523518,LECVNHĐ,4/1/2022 6:11,4/1/2022 12:11,4/1/2022 8:11,4/1/2022 14:49
LECVN022279303943,VN6617760,LECVNLB,4/3/2022 6:04,4/4/2022 6:16,4/3/2022 8:04,4/4/2022 8:49
LECVN021597089014,VN8682196,LECVNLB,4/2/2022 6:59,4/2/2022 12:30,4/2/2022 8:59,4/2/2022 14:31
LECVN020169405904,VN4280362,LECVNTL,4/1/2022 6:38,4/1/2022 12:11,4/1/2022 8:38,4/1/2022 13:25
LECVN020351611203,VN3017492,LECVNHĐ,3/31/2022 12:01,4/1/2022 6:06,3/31/2022 14:01,4/1/2022 8:58
LECVN024299541773,VN7725667,LECVNTL,4/4/2022 6:56,4/4/2022 12:24,4/4/2022 8:56,4/4/2022 14:52
LECVN029554406743,VN4460469,LECVNLB,4/2/2022 6:36,4/2/2022 12:56,4/2/2022 8:36,4/2/2022 14:54
LECVN022464999844,VN6549463,LECVNLB,4/3/2022 12:29,4/4/2022 12:18,4/3/2022 14:29,4/4/2022 15:13
LECVN020807420313,VN3383071,LECVNTL,4/4/2022 6:18,4/4/2022 12:03,4/4/2022 8:18,4/4/2022 15:00
LECVN025492212763,VN8657151,LECVNTL,4/2/2022 12:36,4/3/2022 12:13,4/2/2022 14:36,4/3/2022 14:48
LECVN021870414853,VN3665954,LECVNLB,4/3/2022 12:38,4/3/2022 12:54,4/3/2022 14:38,4/3/2022 16:04
LECVN026000116933,VN1608204,LECVNLB,4/2/2022 12:43,4/2/2022 12:45,4/2/2022 14:43,4/2/2022 15:22
LECVN024412010493,VN5807570,LECVNLB,4/3/2022 6:10,4/8/2022 6:46,4/3/2022 8:10,4/8/2022 9:18
LECVN028366556033,VN83645,LECVNLB,4/2/2022 12:26,4/2/2022 12:31,4/2/2022 14:26,4/2/2022 15:10
LECVN028888392173,VN6279890,LECVNTL,4/2/2022 12:14,4/3/2022 12:25,4/2/2022 14:14,4/3/2022 14:47
LECVN020430179043,VN3578282,LECVNLB,4/4/2022 6:08,4/4/2022 12:24,4/4/2022 8:08,4/4/2022 15:26
LECVN029195724343,VN1079813,LECVNHĐ,4/2/2022 12:21,4/3/2022 6:49,4/2/2022 14:21,4/3/2022 9:55
LECVN023577512674,VN8518633,LECVNHĐ,4/1/2022 12:04,4/2/2022 6:55,4/1/2022 14:04,4/2/2022 8:55
LECVN022983532823,VN3898316,LECVNTL,4/3/2022 12:36,4/3/2022 12:06,4/3/2022 14:36,4/3/2022 14:46
LECVN024512268993,VN5499498,LECVNLB,4/2/2022 12:28,4/3/2022 12:23,4/2/2022 14:28,4/3/2022 14:44
LECVN028758285353,VN9779713,LECVNLB,4/3/2022 12:27,4/4/2022 12:55,4/3/2022 14:27,4/4/2022 15:27
LECVN024768539153,VN03478,LECVNLB,4/1/2022 6:10,4/2/2022 6:12,4/1/2022 8:10,4/2/2022 8:58
LECVN021970873933,VN2383696,LECVNLB,4/2/2022 12:47,4/3/2022 6:41,4/2/2022 14:47,4/3/2022 9:43
LECVN020191838743,VN4215099,LECVNLB,4/2/2022 12:02,4/2/2022 12:56,4/2/2022 14:02,4/2/2022 14:56
LECVN028319157874,VN3986795,LECVNLB,4/2/2022 6:56,4/2/2022 12:37,4/2/2022 8:56,4/2/2022 15:01
LECVN029931737414,VN5882829,LECVNLB,3/31/2022 6:20,4/1/2022 6:17,3/31/2022 8:20,4/1/2022 8:42
LECVN025356751023,VN8505455,LECVNLB,4/2/2022 12:04,4/2/2022 12:06,4/2/2022 14:04,4/2/2022 14:29
LECVN025665691174,VN7156688,LECVNTL,3/31/2022 6:37,4/6/2022 6:12,3/31/2022 8:37,4/6/2022 9:17
LECVN022608724963,VN6257265,LECVNHĐ,4/1/2022 12:46,4/2/2022 6:05,4/1/2022 14:46,4/2/2022 8:35
LECVN027309106463,VN3621094,LECVNTL,4/4/2022 6:41,4/4/2022 12:10,4/4/2022 8:41,4/4/2022 15:14
LECVN025524217384,VN3218522,LECVNLB,4/1/2022 12:53,4/1/2022 12:42,4/1/2022 14:53,4/1/2022 15:16
LECVN022990977863,VN8130596,LECVNHĐ,4/2/2022 12:28,4/2/2022 12:43,4/2/2022 14:28,4/2/2022 15:02
LECVN020728726024,VN02977,LECVNLB,4/1/2022 12:22,4/2/2022 6:52,4/1/2022 14:22,4/2/2022 8:59
LECVN021428062264,VN6765406,LECVNLB,4/1/2022 6:16,4/2/2022 6:49,4/1/2022 8:16,4/2/2022 9:00
LECVN023952754413,VN5122686,LECVNLB,3/31/2022 12:26,4/1/2022 6:19,3/31/2022 14:26,4/1/2022 8:24
LECVN023631314294,VN9375241,LECVNLB,4/2/2022 12:45,4/3/2022 6:42,4/2/2022 14:45,4/3/2022 9:06
LECVN027704238313,VN8639261,LECVNLB,4/2/2022 12:21,4/3/2022 6:31,4/2/2022 14:21,4/3/2022 9:15
LECVN026055441873,VN9488746,LECVNLB,3/31/2022 6:58,4/1/2022 6:52,3/31/2022 8:58,4/1/2022 8:19
LECVN029720766284,VN9256893,LECVNLB,3/31/2022 6:04,4/4/2022 6:40,3/31/2022 8:04,4/4/2022 8:44
LECVN020951186554,VN6482969,LECVNTL,4/1/2022 6:46,4/2/2022 6:48,4/1/2022 8:46,4/2/2022 9:08
LECVN025374519873,VN9100984,LECVNLB,4/1/2022 12:22,4/2/2022 6:32,4/1/2022 14:22,4/2/2022 8:32
LECVN023247971633,VN8835851,LECVNTL,4/3/2022 6:52,4/3/2022 12:08,4/3/2022 8:52,4/3/2022 14:48
LECVN022597992913,VN9993380,LECVNLB,3/31/2022 6:57,4/5/2022 6:33,3/31/2022 8:57,4/5/2022 8:37
LECVN023630863043,VN3017492,LECVNLB,4/2/2022 12:44,4/3/2022 12:07,4/2/2022 14:44,4/3/2022 14:49
LECVN025398823773,VN4255216,LECVNLB,4/3/2022 12:47,4/8/2022 6:06,4/3/2022 14:47,4/8/2022 8:25
LECVN028862920913,VN62928,LECVNLB,4/3/2022 6:59,4/6/2022 6:01,4/3/2022 8:59,4/6/2022 9:13
LECVN020916045544,VN4273289,LECVNHĐ,3/31/2022 12:31,4/1/2022 6:30,3/31/2022 14:31,4/1/2022 9:09
LECVN023398449033,VN93511,LECVNLB,4/3/2022 12:32,4/3/2022 12:18,4/3/2022 14:32,4/3/2022 15:01
LECVN026560484354,VN2538318,LECVNLB,4/2/2022 12:32,4/2/2022 12:46,4/2/2022 14:32,4/2/2022 15:28
LECVN023448628093,VN8302561,LECVNLB,4/2/2022 12:38,4/2/2022 12:32,4/2/2022 14:38,4/2/2022 15:14
LECVN027665558714,VN5600698,LECVNHĐ,4/4/2022 6:18,4/4/2022 12:52,4/4/2022 8:18,4/4/2022 15:41
LECVN025908327384,VN2134028,LECVNTL,4/1/2022 6:02,4/2/2022 6:24,4/1/2022 8:02,4/2/2022 8:38
LECVN025054733073,VN4538868,LECVNLB,4/4/2022 6:19,4/4/2022 12:34,4/4/2022 8:19,4/4/2022 15:31
LECVN020448303414,VN5755215,LECVNHĐ,3/31/2022 6:09,4/1/2022 6:04,3/31/2022 8:09,4/1/2022 7:52
LECVN028986407833,VN7580379,LECVNLB,4/2/2022 6:55,4/2/2022 12:22,4/2/2022 8:55,4/2/2022 14:22
LECVN022608464543,VN36584,LECVNTL,4/2/2022 12:27,4/2/2022 12:15,4/2/2022 14:27,4/2/2022 14:40
LECVN022615617603,VN4370490,LECVNTL,4/2/2022 12:55,4/3/2022 6:32,4/2/2022 14:55,4/3/2022 9:18
LECVN023667130934,VN7840498,LECVNTL,4/3/2022 12:02,4/8/2022 6:44,4/3/2022 14:02,4/8/2022 9:15
LECVN023124372943,VN3719252,LECVNTL,4/4/2022 12:16,4/4/2022 12:52,4/4/2022 14:16,4/4/2022 15:26
LECVN020985526203,VN4538868,LECVNLB,4/2/2022 12:49,4/3/2022 6:31,4/2/2022 14:49,4/3/2022 8:55
LECVN020951895033,VN7135126,LECVNTL,4/3/2022 6:14,4/4/2022 6:17,4/3/2022 8:14,4/4/2022 9:17
LECVN027290595644,VN2542328,LECVNTL,4/2/2022 12:50,4/2/2022 12:46,4/2/2022 14:50,4/2/2022 15:05
LECVN027468953493,VN8087139,LECVNTL,4/4/2022 12:45,4/4/2022 12:00,4/4/2022 14:45,4/4/2022 14:34
LECVN029835860483,VN4855664,LECVNTL,4/1/2022 12:26,4/2/2022 6:37,4/1/2022 14:26,4/2/2022 8:52
LECVN024809714794,VN6388961,LECVNLB,4/2/2022 6:19,4/8/2022 6:54,4/2/2022 8:19,4/8/2022 9:56
LECVN027953857814,VN9977016,LECVNLB,4/3/2022 6:01,4/9/2022 6:37,4/3/2022 8:01,4/9/2022 9:10
LECVN023223327293,VN4061512,LECVNLB,4/2/2022 12:18,4/3/2022 6:26,4/2/2022 14:18,4/3/2022 9:12
LECVN024936315993,VN3361461,LECVNLB,3/31/2022 6:58,4/1/2022 6:32,3/31/2022 8:58,4/1/2022 8:46
LECVN027237295753,VN6467420,LECVNTL,4/3/2022 12:13,4/4/2022 6:07,4/3/2022 14:13,4/4/2022 8:28
LECVN029936549773,VN4501450,LECVNLB,3/31/2022 6:06,4/1/2022 6:54,3/31/2022 8:06,4/1/2022 9:15
LECVN023315605553,VN42209,LECVNLB,4/1/2022 12:07,4/1/2022 12:24,4/1/2022 14:07,4/1/2022 13:29
LECVN027524951284,VN71626,LECVNLB,4/3/2022 6:00,4/4/2022 6:40,4/3/2022 8:00,4/4/2022 9:11
LECVN024203041003,VN5226162,LECVNTL,4/3/2022 12:20,4/4/2022 12:39,4/3/2022 14:20,4/4/2022 15:43
LECVN021580449824,VN6052735,LECVNTL,4/3/2022 12:39,4/4/2022 12:52,4/3/2022 14:39,4/4/2022 15:44
LECVN022690320103,VN82693,LECVNLB,4/2/2022 12:36,4/2/2022 12:12,4/2/2022 14:36,4/2/2022 14:58
