Order ID,Vendor ID,HubCN ID,Plan _HubCN_Receiving Time,HubCN_Receiving Time,Plan_HubCN_Pickup Time,HubCN_Pickup Time
LECVN024944914523,CN85292,LECCNYW,4/2/2022 1:55,4/1/2022 4:49,4/2/2022 6:00,4/1/2022 11:56
LECVN026583020254,CN25266,LECCNYW,3/29/2022 16:33,3/29/2022 19:49,3/29/2022 18:38,3/30/2022 6:07
LECVN021146507794,CN94806,LECCNYW,3/31/2022 21:55,3/30/2022 16:13,4/1/2022 0:04,3/31/2022 0:15
LECVN025881461123,CN96121,LECCNYW,3/30/2022 6:54,3/30/2022 16:55,3/30/2022 11:56,3/31/2022 0:00
LECVN021981555483,CN94806,LECCNYW,4/1/2022 14:55,3/30/2022 16:02,4/1/2022 17:56,3/31/2022 0:08
LECVN029432487574,CN55243,LECCNYW,3/30/2022 16:21,3/30/2022 16:58,3/30/2022 18:25,3/31/2022 0:01
LECVN026945763813,CN91249,LECCNYW,3/31/2022 19:03,3/29/2022 18:48,4/1/2022 0:09,3/30/2022 6:49
LECVN026785718063,CN56912,LECCNYW,3/30/2022 16:40,3/29/2022 5:04,3/30/2022 18:42,3/29/2022 12:06
LECVN029772272123,CN52975,LECCNYW,3/29/2022 9:36,3/29/2022 3:58,3/29/2022 12:43,3/29/2022 12:01
LECVN023797379053,CN28326,LECCNYW,4/1/2022 4:10,4/1/2022 5:40,4/1/2022 6:17,4/1/2022 12:49
LECVN029872127474,CN14209,LECCNSZ,4/2/2022 9:20,4/1/2022 12:48,4/2/2022 12:21,4/2/2022 0:12
LECVN023188074273,CN39062,LECCNYW,3/31/2022 10:38,3/30/2022 17:53,3/31/2022 12:39,3/31/2022 0:57
LECVN022553912074,CN03356,LECCNSZ,4/1/2022 2:14,3/31/2022 18:45,4/1/2022 6:16,4/1/2022 6:50
LECVN028814584703,CN41627,LECCNYW,4/2/2022 19:08,4/1/2022 5:09,4/3/2022 0:11,4/1/2022 12:15
LECVN029386515363,CN59935,LECCNYW,3/30/2022 22:31,3/29/2022 19:11,3/31/2022 0:34,3/30/2022 6:13
LECVN026461809624,CN48496,LECCNYW,3/31/2022 20:09,3/29/2022 4:06,4/1/2022 0:13,3/29/2022 12:07
LECVN029376351303,CN91249,LECCNYW,3/28/2022 15:05,3/29/2022 5:10,3/28/2022 18:43,3/29/2022 12:13
LECVN020750995163,CN70636,LECCNYW,3/30/2022 10:10,3/29/2022 19:40,3/30/2022 12:14,3/30/2022 5:59
LECVN029808950133,CN01710,LECCNSZ,3/29/2022 13:01,3/28/2022 18:03,3/29/2022 18:05,3/29/2022 6:10
LECVN020791349213,CN48496,LECCNYW,3/27/2022 20:49,3/28/2022 23:31,3/27/2022 23:56,3/29/2022 6:33
LECVN026956559373,CN00328,LECCNSZ,3/31/2022 1:44,4/1/2022 5:52,3/31/2022 6:50,4/1/2022 16:29
LECVN027336480674,CN23003,LECCNSZ,4/2/2022 4:15,4/1/2022 13:29,4/2/2022 6:18,4/2/2022 0:52
LECVN029958249523,CN00328,LECCNSZ,3/29/2022 21:17,3/29/2022 19:51,3/30/2022 0:19,3/30/2022 6:29
LECVN022686935363,CN48496,LECCNYW,3/27/2022 21:33,3/26/2022 22:18,3/28/2022 0:41,3/27/2022 6:21
LECVN020678048103,CN73456,LECCNYW,3/29/2022 22:11,3/29/2022 20:07,3/30/2022 0:18,3/30/2022 6:23
LECVN028051176653,CN34679,LECCNYW,3/30/2022 8:45,3/30/2022 16:49,3/30/2022 11:53,3/30/2022 23:57
LECVN025081414004,CN08069,LECCNSZ,4/1/2022 22:40,4/1/2022 13:07,4/2/2022 0:46,4/2/2022 0:26
LECVN024624041713,CN80546,LECCNYW,3/30/2022 10:05,3/29/2022 19:08,3/30/2022 12:06,3/30/2022 6:14
LECVN028419604613,CN34679,LECCNYW,3/31/2022 20:47,4/1/2022 4:51,4/1/2022 0:50,4/1/2022 11:56
LECVN021388821253,CN32990,LECCNYW,4/1/2022 7:02,4/1/2022 4:58,4/1/2022 12:10,4/1/2022 12:06
LECVN020682864574,CN73456,LECCNYW,3/30/2022 6:57,3/29/2022 19:44,3/30/2022 12:01,3/30/2022 6:07
LECVN020238699043,CN15519,LECCNSZ,3/30/2022 0:54,3/29/2022 13:01,3/30/2022 6:02,3/30/2022 0:23
LECVN021081984763,CN96121,LECCNYW,3/29/2022 19:53,3/29/2022 5:09,3/29/2022 23:59,3/29/2022 12:13
LECVN023237194783,CN55243,LECCNYW,3/31/2022 8:53,3/30/2022 17:08,3/31/2022 12:30,3/31/2022 0:12
LECVN023952780064,CN15519,LECCNSZ,3/28/2022 3:33,3/28/2022 19:55,3/28/2022 6:40,3/29/2022 6:27
LECVN028657646343,CN15519,LECCNSZ,3/30/2022 8:35,3/31/2022 18:43,3/30/2022 12:43,4/1/2022 6:50
LECVN020728524853,CN01710,LECCNSZ,4/1/2022 13:24,3/31/2022 20:16,4/1/2022 18:27,4/1/2022 6:52
LECVN020661443193,CN14209,LECCNSZ,3/28/2022 7:35,3/28/2022 19:26,3/28/2022 12:36,3/29/2022 6:49
LECVN021851299704,CN14209,LECCNSZ,3/30/2022 19:46,3/30/2022 19:14,3/31/2022 0:49,3/31/2022 5:52
LECVN026413526493,CN80546,LECCNYW,4/2/2022 1:32,4/1/2022 4:57,4/2/2022 6:39,4/1/2022 12:05
LECVN025473537194,CN41627,LECCNYW,3/30/2022 8:40,3/29/2022 18:39,3/30/2022 12:14,3/30/2022 6:41
LECVN027496512694,CN08969,LECCNSZ,3/30/2022 22:48,4/1/2022 6:05,3/31/2022 0:50,4/1/2022 16:40
LECVN025028017873,CN61510,LECCNYW,3/30/2022 10:26,3/29/2022 19:44,3/30/2022 12:30,3/30/2022 6:07
LECVN026118026693,CN88991,LECCNYW,3/29/2022 13:18,3/29/2022 5:41,3/29/2022 18:19,3/29/2022 12:43
LECVN029870889113,CN93476,LECCNYW,4/1/2022 15:02,4/1/2022 22:04,4/1/2022 18:10,4/2/2022 6:12
LECVN026681770843,CN80546,LECCNYW,3/31/2022 19:43,3/29/2022 18:49,4/1/2022 0:51,3/30/2022 6:52
LECVN028933556253,CN94806,LECCNYW,3/30/2022 10:01,3/29/2022 5:19,3/30/2022 12:07,3/29/2022 12:28
LECVN021815804194,CN14209,LECCNSZ,3/30/2022 13:52,3/30/2022 18:36,3/30/2022 17:59,3/31/2022 6:45
LECVN020224807893,CN25990,LECCNYW,3/31/2022 21:46,4/1/2022 5:10,4/1/2022 0:53,4/1/2022 12:12
LECVN026583703453,CN94105,LECCNYW,4/1/2022 14:00,4/1/2022 22:47,4/1/2022 18:06,4/2/2022 6:48
LECVN026569801314,CN08069,LECCNSZ,3/31/2022 20:53,3/29/2022 18:41,4/1/2022 0:25,3/30/2022 6:48
LECVN028286990423,CN48496,LECCNYW,3/30/2022 13:04,3/29/2022 4:32,3/30/2022 18:12,3/29/2022 12:40
LECVN021027565323,CN25266,LECCNYW,4/1/2022 3:01,4/1/2022 5:46,4/1/2022 6:40,4/1/2022 12:53
LECVN029076327834,CN85292,LECCNYW,3/28/2022 10:36,3/29/2022 4:38,3/28/2022 12:41,3/29/2022 12:43
LECVN025459506673,CN93476,LECCNYW,3/30/2022 9:21,3/29/2022 4:41,3/30/2022 12:24,3/29/2022 12:49
LECVN022590504733,CN15519,LECCNSZ,4/1/2022 21:09,3/31/2022 17:49,4/2/2022 0:14,4/1/2022 5:56
LECVN020995077973,CN48496,LECCNYW,4/1/2022 9:04,4/1/2022 22:55,4/1/2022 12:36,4/2/2022 6:00
LECVN021582379393,CN56433,LECCNYW,3/30/2022 19:48,3/30/2022 17:19,3/31/2022 0:52,3/31/2022 0:20
LECVN023316271463,CN85292,LECCNYW,3/31/2022 15:22,3/29/2022 5:35,3/31/2022 18:28,3/29/2022 12:41
LECVN020581702684,CN03356,LECCNSZ,4/1/2022 8:08,4/1/2022 13:12,4/1/2022 12:15,4/2/2022 0:31
LECVN029996815504,CN54850,LECCNYW,3/31/2022 7:39,3/29/2022 4:48,3/31/2022 12:45,3/29/2022 11:55
LECVN029037361133,CN03356,LECCNSZ,3/31/2022 19:25,4/1/2022 13:03,4/1/2022 0:33,4/2/2022 0:27
LECVN022964756073,CN98923,LECCNYW,4/1/2022 20:52,3/30/2022 17:34,4/1/2022 23:59,3/31/2022 0:36
LECVN029006753584,CN41627,LECCNYW,3/29/2022 21:02,3/29/2022 5:37,3/30/2022 0:34,3/29/2022 12:43
LECVN025182539894,CN88991,LECCNYW,4/1/2022 2:26,4/1/2022 22:50,4/1/2022 6:34,4/2/2022 5:59
LECVN020839980114,CN98042,LECCNYW,3/31/2022 10:05,3/29/2022 4:09,3/31/2022 12:06,3/29/2022 12:13
LECVN022529623153,CN48496,LECCNYW,3/31/2022 3:20,3/29/2022 22:34,3/31/2022 6:28,3/30/2022 6:36
LECVN020474617524,CN93476,LECCNYW,3/30/2022 1:14,3/29/2022 3:55,3/30/2022 6:23,3/29/2022 12:00
LECVN029192227363,CN14209,LECCNSZ,3/30/2022 15:18,3/30/2022 20:01,3/30/2022 18:49,3/31/2022 6:39
LECVN029376897343,CN08969,LECCNSZ,3/31/2022 21:22,4/1/2022 6:08,4/1/2022 0:28,4/1/2022 16:39
LECVN020325606044,CN39062,LECCNYW,3/30/2022 3:24,3/29/2022 19:24,3/30/2022 6:55,3/30/2022 6:30
LECVN027466205183,CN93476,LECCNYW,3/29/2022 21:22,3/26/2022 21:59,3/30/2022 0:26,3/27/2022 6:08
LECVN028707479993,CN32206,LECCNYW,4/1/2022 2:46,4/1/2022 22:33,4/1/2022 6:54,4/2/2022 6:36
LECVN026685399403,CN12633,LECCNSZ,4/2/2022 21:04,4/1/2022 13:25,4/3/2022 0:11,4/2/2022 0:41
LECVN025884789103,CN39062,LECCNYW,3/31/2022 8:42,3/30/2022 17:37,3/31/2022 12:14,3/31/2022 0:44
LECVN024630187343,CN39062,LECCNYW,3/30/2022 14:54,3/29/2022 5:05,3/30/2022 18:25,3/29/2022 12:06
LECVN020375067763,CN03356,LECCNSZ,3/31/2022 2:29,3/31/2022 20:17,3/31/2022 6:33,4/1/2022 6:51
LECVN021643783483,CN05856,LECCNSZ,3/31/2022 1:53,3/31/2022 18:52,3/31/2022 6:01,4/1/2022 6:56
LECVN020334893973,CN98042,LECCNYW,3/30/2022 20:45,3/30/2022 17:16,3/31/2022 0:51,3/31/2022 0:19
LECVN022653547923,CN32990,LECCNYW,3/28/2022 16:37,3/29/2022 4:49,3/28/2022 18:44,3/29/2022 11:58
LECVN024313632173,CN48496,LECCNYW,4/1/2022 21:41,4/1/2022 4:54,4/2/2022 0:42,4/1/2022 11:55
LECVN028952368834,CN80546,LECCNYW,4/1/2022 3:28,3/30/2022 17:35,4/1/2022 6:36,3/31/2022 0:38
LECVN022876599584,CN14209,LECCNSZ,4/2/2022 3:09,4/1/2022 13:29,4/2/2022 6:18,4/2/2022 0:51
LECVN027899082784,CN48496,LECCNYW,4/1/2022 14:20,3/29/2022 22:47,4/1/2022 18:25,3/30/2022 6:48
LECVN025716976024,CN91249,LECCNYW,3/29/2022 4:17,3/29/2022 18:58,3/29/2022 6:24,3/30/2022 6:02
LECVN022791061223,CN14209,LECCNSZ,3/31/2022 1:37,3/31/2022 18:19,3/31/2022 6:42,4/1/2022 6:20
LECVN028977888364,CN48496,LECCNYW,3/30/2022 14:02,3/29/2022 4:00,3/30/2022 18:05,3/29/2022 12:01
LECVN024787907324,CN03356,LECCNSZ,3/30/2022 12:59,3/30/2022 18:42,3/30/2022 18:00,3/31/2022 6:47
LECVN029676266563,CN82535,LECCNYW,3/29/2022 3:38,3/29/2022 4:21,3/29/2022 6:44,3/29/2022 12:23
LECVN029024077493,CN48496,LECCNYW,4/1/2022 13:10,4/1/2022 22:39,4/1/2022 18:18,4/2/2022 6:48
LECVN023927584013,CN91287,LECCNYW,3/29/2022 2:38,3/29/2022 5:02,3/29/2022 6:13,3/29/2022 12:05
LECVN029242267673,CN15519,LECCNSZ,3/31/2022 20:56,3/31/2022 18:38,4/1/2022 0:28,4/1/2022 6:43
LECVN020558298063,CN27928,LECCNYW,4/1/2022 8:57,3/30/2022 17:50,4/1/2022 12:36,3/31/2022 0:51
LECVN023674272744,CN71198,LECCNYW,3/31/2022 14:42,4/1/2022 4:53,3/31/2022 18:17,4/1/2022 12:02
LECVN024071049993,CN14209,LECCNSZ,4/1/2022 19:25,4/1/2022 5:29,4/2/2022 0:29,4/1/2022 16:03
LECVN024607870553,CN25990,LECCNYW,3/29/2022 20:21,3/29/2022 19:40,3/30/2022 0:22,3/30/2022 6:01
LECVN025275368713,CN48496,LECCNYW,3/30/2022 14:33,3/29/2022 22:18,3/30/2022 18:36,3/30/2022 6:19
LECVN027957167464,CN96121,LECCNYW,3/31/2022 10:22,3/29/2022 18:51,3/31/2022 12:25,3/30/2022 6:56
LECVN020829514014,CN32990,LECCNYW,3/31/2022 21:44,3/29/2022 4:03,4/1/2022 0:48,3/29/2022 12:08
LECVN028964869764,CN56433,LECCNYW,3/30/2022 4:54,3/29/2022 19:48,3/30/2022 6:58,3/30/2022 6:04
LECVN024304342263,CN48496,LECCNYW,3/31/2022 21:16,3/30/2022 16:04,4/1/2022 0:49,3/31/2022 0:11
LECVN024522340214,CN08069,LECCNSZ,3/29/2022 14:50,3/28/2022 18:25,3/29/2022 18:24,3/29/2022 6:29
LECVN029201897503,CN73456,LECCNYW,3/31/2022 20:59,3/29/2022 18:52,4/1/2022 0:30,3/30/2022 6:58
LECVN022943251873,CN70636,LECCNYW,3/28/2022 3:16,3/29/2022 23:43,3/28/2022 6:17,3/30/2022 6:45
LECVN023065562464,CN69607,LECCNYW,3/29/2022 13:49,3/29/2022 3:57,3/29/2022 17:58,3/29/2022 12:06
LECVN028349996133,CN61510,LECCNYW,3/27/2022 20:17,3/29/2022 4:24,3/27/2022 23:52,3/29/2022 12:30
LECVN028993792003,CN32990,LECCNYW,3/30/2022 10:13,3/29/2022 19:32,3/30/2022 12:21,3/30/2022 6:41
LECVN026074787714,CN25990,LECCNYW,3/31/2022 1:22,4/1/2022 21:50,3/31/2022 6:31,4/2/2022 5:58
LECVN021464932183,CN32990,LECCNYW,4/1/2022 2:51,4/1/2022 4:50,4/1/2022 6:52,4/1/2022 11:55
LECVN027720568303,CN03356,LECCNSZ,3/31/2022 8:16,3/29/2022 18:35,3/31/2022 12:19,3/30/2022 6:41
LECVN020467642314,CN73456,LECCNYW,3/30/2022 20:35,4/1/2022 5:25,3/31/2022 0:37,4/1/2022 12:33
LECVN027780607393,CN08069,LECCNSZ,3/30/2022 3:32,3/29/2022 11:50,3/30/2022 6:34,3/29/2022 23:57
LECVN022514442323,CN39062,LECCNYW,3/29/2022 19:00,3/29/2022 5:39,3/30/2022 0:05,3/29/2022 12:47
LECVN026131170093,CN34621,LECCNYW,3/30/2022 1:11,3/29/2022 19:31,3/30/2022 6:14,3/30/2022 6:39
LECVN020379825043,CN39062,LECCNYW,4/1/2022 10:34,4/1/2022 5:10,4/1/2022 12:37,4/1/2022 12:13
LECVN027184634184,CN32206,LECCNYW,3/31/2022 20:03,3/30/2022 16:05,4/1/2022 0:04,3/31/2022 0:14
LECVN021144502924,CN56912,LECCNYW,3/28/2022 13:55,3/29/2022 4:12,3/28/2022 18:56,3/29/2022 12:16
LECVN029039579663,CN32206,LECCNYW,3/31/2022 20:23,3/29/2022 18:36,4/1/2022 0:27,3/30/2022 6:45
LECVN029903956793,CN08069,LECCNSZ,4/1/2022 21:02,4/1/2022 12:57,4/2/2022 0:36,4/2/2022 0:15
LECVN026297753403,CN11320,LECCNSZ,3/28/2022 22:03,3/29/2022 13:14,3/29/2022 0:04,3/30/2022 0:32
LECVN027648070983,CN93476,LECCNYW,3/31/2022 4:23,3/29/2022 18:44,3/31/2022 6:29,3/30/2022 6:50
LECVN024579510643,CN39062,LECCNYW,4/2/2022 3:34,4/1/2022 4:59,4/2/2022 6:39,4/1/2022 12:08
LECVN021454261324,CN01970,LECCNSZ,3/29/2022 3:03,3/28/2022 18:00,3/29/2022 6:05,3/29/2022 6:08
LECVN025099207053,CN48496,LECCNYW,3/30/2022 13:41,3/29/2022 22:44,3/30/2022 18:46,3/30/2022 6:47
LECVN027643425933,CN96121,LECCNYW,3/28/2022 7:08,3/28/2022 23:29,3/28/2022 12:14,3/29/2022 6:32
LECVN022744348813,CN27928,LECCNYW,3/30/2022 7:51,3/29/2022 19:37,3/30/2022 12:00,3/30/2022 6:01
LECVN028927648173,CN82535,LECCNYW,3/30/2022 21:08,3/29/2022 19:21,3/31/2022 0:39,3/30/2022 6:29
LECVN023114388194,CN14209,LECCNSZ,3/30/2022 21:36,4/1/2022 12:57,3/31/2022 0:43,4/2/2022 0:18
LECVN021961113244,CN91856,LECCNYW,3/31/2022 9:24,3/29/2022 5:28,3/31/2022 12:57,3/29/2022 12:33
LECVN026263634523,CN98923,LECCNYW,3/31/2022 14:38,3/29/2022 18:35,3/31/2022 18:16,3/30/2022 6:38
LECVN026972982513,CN12633,LECCNSZ,3/31/2022 21:06,3/29/2022 13:51,4/1/2022 0:37,3/30/2022 0:28
LECVN024114390874,CN32990,LECCNYW,3/30/2022 14:34,3/29/2022 19:11,3/30/2022 18:36,3/30/2022 6:20
LECVN029123322623,CN03356,LECCNSZ,3/31/2022 19:16,3/30/2022 18:52,4/1/2022 0:17,3/31/2022 6:14
LECVN021835186203,CN70636,LECCNYW,3/30/2022 7:42,3/30/2022 17:07,3/30/2022 12:45,3/31/2022 0:16
LECVN020661926593,CN48496,LECCNYW,3/31/2022 19:55,3/29/2022 4:20,4/1/2022 0:03,3/29/2022 12:21
LECVN028451149703,CN03356,LECCNSZ,3/30/2022 15:04,3/31/2022 18:30,3/30/2022 18:10,4/1/2022 6:35
LECVN024160283263,CN32990,LECCNYW,4/1/2022 6:54,4/1/2022 5:18,4/1/2022 11:57,4/1/2022 12:26
LECVN026946895893,CN01710,LECCNSZ,3/30/2022 2:45,3/30/2022 20:08,3/30/2022 6:52,3/31/2022 6:39
LECVN027911067603,CN25990,LECCNYW,3/31/2022 21:23,3/29/2022 5:13,4/1/2022 0:25,3/29/2022 12:20
LECVN020096158144,CN93476,LECCNYW,3/30/2022 20:10,3/29/2022 18:51,3/31/2022 0:18,3/30/2022 5:57
LECVN027502638673,CN78864,LECCNYW,3/30/2022 4:16,3/29/2022 5:38,3/30/2022 6:20,3/29/2022 12:44
LECVN024869680303,CN41627,LECCNYW,3/30/2022 2:02,3/29/2022 5:08,3/30/2022 6:04,3/29/2022 12:10
LECVN022279303943,CN54850,LECCNYW,3/31/2022 2:26,3/29/2022 22:06,3/31/2022 6:01,3/30/2022 6:12
LECVN021597089014,CN39062,LECCNYW,3/31/2022 15:13,3/29/2022 5:23,3/31/2022 18:51,3/29/2022 12:24
LECVN020169405904,CN25266,LECCNYW,3/28/2022 16:29,3/29/2022 5:02,3/28/2022 18:34,3/29/2022 12:06
LECVN020351611203,CN48496,LECCNYW,3/29/2022 18:47,3/26/2022 21:54,3/29/2022 23:53,3/27/2022 5:57
LECVN024299541773,CN48496,LECCNYW,4/1/2022 2:44,4/1/2022 5:13,4/1/2022 6:47,4/1/2022 12:16
LECVN029554406743,CN98923,LECCNYW,3/29/2022 14:58,3/29/2022 5:50,3/29/2022 18:32,3/29/2022 12:51
LECVN022464999844,CN52975,LECCNYW,3/30/2022 20:23,4/1/2022 5:13,3/31/2022 0:24,4/1/2022 12:15
LECVN020807420313,CN08863,LECCNSZ,4/1/2022 2:36,4/1/2022 11:48,4/1/2022 6:13,4/1/2022 23:55
LECVN025492212763,CN08863,LECCNSZ,3/31/2022 10:27,4/1/2022 5:29,3/31/2022 12:30,4/1/2022 16:04
LECVN021870414853,CN26450,LECCNYW,4/1/2022 22:25,3/30/2022 17:49,4/2/2022 0:29,3/31/2022 0:52
LECVN026000116933,CN70331,LECCNYW,3/31/2022 20:27,3/29/2022 5:33,4/1/2022 0:35,3/29/2022 12:39
LECVN024412010493,CN41627,LECCNYW,3/31/2022 4:00,4/1/2022 22:32,3/31/2022 6:01,4/2/2022 6:40
LECVN028366556033,CN91249,LECCNYW,3/31/2022 20:46,3/29/2022 5:29,4/1/2022 0:25,3/29/2022 12:30
LECVN028888392173,CN39062,LECCNYW,3/30/2022 8:07,3/30/2022 16:14,3/30/2022 12:11,3/31/2022 0:16
LECVN020430179043,CN00328,LECCNSZ,4/2/2022 14:53,4/1/2022 12:57,4/2/2022 17:59,4/2/2022 0:17
LECVN029195724343,CN15519,LECCNSZ,3/30/2022 8:46,3/29/2022 18:33,3/30/2022 12:17,3/30/2022 6:42
LECVN023577512674,CN96121,LECCNYW,3/30/2022 8:54,3/29/2022 20:25,3/30/2022 11:59,3/30/2022 6:46
LECVN022983532823,CN15519,LECCNSZ,4/1/2022 21:27,4/1/2022 5:23,4/2/2022 0:28,4/1/2022 16:01
LECVN024512268993,CN41627,LECCNYW,3/31/2022 9:20,3/30/2022 17:13,3/31/2022 12:21,3/31/2022 0:19
LECVN028758285353,CN08863,LECCNSZ,3/30/2022 22:18,4/1/2022 13:31,3/31/2022 0:19,4/2/2022 0:51
LECVN024768539153,CN91249,LECCNYW,3/30/2022 15:58,3/29/2022 19:07,3/30/2022 18:02,3/30/2022 6:08
LECVN021970873933,CN71198,LECCNYW,3/31/2022 21:38,3/29/2022 19:24,4/1/2022 0:45,3/30/2022 6:33
LECVN020191838743,CN52975,LECCNYW,3/31/2022 20:59,3/29/2022 5:48,4/1/2022 0:01,3/29/2022 12:51
LECVN028319157874,CN78864,LECCNYW,3/31/2022 14:46,3/29/2022 5:20,3/31/2022 18:51,3/29/2022 12:28
LECVN029931737414,CN23003,LECCNSZ,3/28/2022 1:10,3/28/2022 18:08,3/28/2022 6:19,3/29/2022 6:12
LECVN025356751023,CN48496,LECCNYW,3/31/2022 6:59,3/29/2022 3:55,3/31/2022 12:00,3/29/2022 12:01
LECVN025665691174,CN39062,LECCNYW,3/28/2022 1:27,3/31/2022 22:01,3/28/2022 6:28,4/1/2022 6:08
LECVN022608724963,CN93476,LECCNYW,3/28/2022 19:34,3/29/2022 18:59,3/29/2022 0:41,3/30/2022 6:02
LECVN027309106463,CN32990,LECCNYW,4/1/2022 4:27,4/1/2022 4:57,4/1/2022 6:35,4/1/2022 12:01
LECVN025524217384,CN05856,LECCNSZ,3/30/2022 21:15,3/29/2022 14:10,3/31/2022 0:46,3/30/2022 0:41
LECVN022990977863,CN25990,LECCNYW,3/31/2022 22:18,3/29/2022 5:30,4/1/2022 0:23,3/29/2022 12:35
LECVN020728726024,CN00328,LECCNSZ,3/29/2022 9:17,3/30/2022 18:41,3/29/2022 12:20,3/31/2022 6:48
LECVN021428062264,CN56433,LECCNYW,3/28/2022 14:00,3/29/2022 20:28,3/28/2022 18:07,3/30/2022 6:48
LECVN023952754413,CN32990,LECCNYW,3/29/2022 8:17,3/26/2022 22:09,3/29/2022 12:25,3/27/2022 6:12
LECVN023631314294,CN14209,LECCNSZ,3/31/2022 10:36,3/29/2022 18:32,3/31/2022 12:41,3/30/2022 6:38
LECVN027704238313,CN73456,LECCNYW,3/29/2022 20:11,3/29/2022 19:15,3/30/2022 0:20,3/30/2022 6:23
LECVN026055441873,CN20296,LECCNSZ,3/28/2022 3:17,3/28/2022 19:27,3/28/2022 6:52,3/29/2022 6:45
LECVN029720766284,CN70636,LECCNYW,3/29/2022 1:00,3/28/2022 23:31,3/29/2022 6:01,3/29/2022 6:32
LECVN020951186554,CN32990,LECCNYW,3/28/2022 15:04,3/29/2022 20:23,3/28/2022 18:43,3/30/2022 6:45
LECVN025374519873,CN32206,LECCNYW,3/30/2022 9:17,3/29/2022 19:24,3/30/2022 12:18,3/30/2022 6:28
LECVN023247971633,CN08069,LECCNSZ,3/31/2022 4:43,4/1/2022 5:29,3/31/2022 6:51,4/1/2022 16:04
LECVN022597992913,CN32206,LECCNYW,3/29/2022 1:53,3/29/2022 23:25,3/29/2022 6:55,3/30/2022 6:29
LECVN023630863043,CN48496,LECCNYW,3/31/2022 20:37,3/30/2022 16:03,4/1/2022 0:38,3/31/2022 0:05
LECVN025398823773,CN41627,LECCNYW,4/1/2022 22:33,4/2/2022 23:00,4/2/2022 0:40,4/3/2022 6:04
LECVN028862920913,CN32990,LECCNYW,3/31/2022 4:43,3/31/2022 22:45,3/31/2022 6:52,4/1/2022 5:54
LECVN020916045544,CN09482,LECCNSZ,3/29/2022 10:23,3/28/2022 19:45,3/29/2022 12:26,3/29/2022 6:23
LECVN023398449033,CN96121,LECCNYW,4/1/2022 20:52,3/30/2022 17:04,4/2/2022 0:29,3/31/2022 0:12
LECVN026560484354,CN27928,LECCNYW,3/31/2022 10:25,3/29/2022 5:35,3/31/2022 12:27,3/29/2022 12:41
LECVN023448628093,CN14209,LECCNSZ,3/31/2022 10:29,3/29/2022 13:48,3/31/2022 12:33,3/30/2022 0:25
LECVN027665558714,CN09482,LECCNSZ,4/2/2022 1:06,4/1/2022 13:26,4/2/2022 6:12,4/2/2022 0:47
LECVN025908327384,CN52975,LECCNYW,3/28/2022 15:50,3/29/2022 19:06,3/28/2022 17:57,3/30/2022 6:15
LECVN025054733073,CN93476,LECCNYW,4/1/2022 1:11,4/1/2022 5:17,4/1/2022 6:18,4/1/2022 12:26
LECVN020448303414,CN27928,LECCNYW,3/29/2022 15:56,3/26/2022 21:53,3/29/2022 18:04,3/27/2022 6:02
LECVN028986407833,CN39062,LECCNYW,3/30/2022 3:45,3/29/2022 4:08,3/30/2022 6:47,3/29/2022 12:17
LECVN022608464543,CN32990,LECCNYW,3/31/2022 21:13,3/29/2022 4:06,4/1/2022 0:21,3/29/2022 12:09
LECVN022615617603,CN05856,LECCNSZ,3/29/2022 20:40,3/29/2022 19:52,3/30/2022 0:46,3/30/2022 6:23
LECVN023667130934,CN39062,LECCNYW,3/30/2022 19:51,4/1/2022 22:40,3/30/2022 23:56,4/2/2022 6:43
LECVN023124372943,CN19661,LECCNSZ,4/1/2022 8:39,4/1/2022 13:26,4/1/2022 12:14,4/2/2022 0:46
LECVN020985526203,CN80546,LECCNYW,3/31/2022 7:38,3/29/2022 19:29,3/31/2022 12:44,3/30/2022 6:30
LECVN020951895033,CN28326,LECCNYW,3/31/2022 2:38,3/29/2022 22:05,3/31/2022 6:09,3/30/2022 6:09
LECVN027290595644,CN32990,LECCNYW,3/29/2022 21:09,3/29/2022 5:36,3/30/2022 0:47,3/29/2022 12:38
LECVN027468953493,CN94806,LECCNYW,4/2/2022 21:38,4/1/2022 4:51,4/3/2022 0:44,4/1/2022 11:56
LECVN029835860483,CN48496,LECCNYW,3/30/2022 10:18,3/29/2022 19:22,3/30/2022 12:20,3/30/2022 6:28
LECVN024809714794,CN00328,LECCNSZ,3/30/2022 2:40,3/31/2022 18:43,3/30/2022 6:16,4/1/2022 6:51
LECVN027953857814,CN78864,LECCNYW,4/1/2022 2:53,4/2/2022 22:21,4/1/2022 5:59,4/3/2022 6:29
LECVN023223327293,CN98923,LECCNYW,3/31/2022 22:07,3/29/2022 19:58,4/1/2022 0:16,3/30/2022 6:18
LECVN024936315993,CN91249,LECCNYW,3/29/2022 1:43,3/26/2022 23:23,3/29/2022 6:52,3/27/2022 6:25
LECVN027237295753,CN01710,LECCNSZ,3/31/2022 9:06,3/31/2022 18:00,3/31/2022 12:09,4/1/2022 6:05
LECVN029936549773,CN09482,LECCNSZ,3/28/2022 2:00,3/28/2022 19:32,3/28/2022 6:05,3/29/2022 6:50
LECVN023315605553,CN26450,LECCNYW,3/28/2022 20:31,3/29/2022 4:15,3/29/2022 0:03,3/29/2022 12:23
LECVN027524951284,CN52975,LECCNYW,4/1/2022 1:53,3/29/2022 22:30,4/1/2022 5:54,3/30/2022 6:36
